,img,label,text,caption,gen
605,img/14829.png,1,fucking queers,a man with a wait talking on a yellow tie,nose and ring and mouth and hair and finger and man and eye and hair and wall and man and eye
606,img/14869.png,0,"islam is the religion of peace piece of you over here, piece of you over there",a boy that have carriage sits on top of blowing and bright batter signs,plate and spoon and spoon and table and plate and plate and plate and star and napkin and plate and fork
607,img/14870.png,0,chimps asking for food,a couple of turned is laying under the tree in a forest,ear and eye and eye and head and log and tongue and bear and eyes and head and eye and beak
608,img/14879.png,1,crawling in mein skin these jews they will not heil!,vintage photograph pitch food sitting next to two other trip of other guitar,man and hair and man and man and hand and man and tie and man and man and man and hair
609,img/14892.png,1,life has its ups and i have downs,a little boy and man sit on a green bag laying down on a black bench,fence and hair and shirt and shirt and hair and shirt and face and hair and fence and fence and hair
610,img/14897.png,0,when you walk in on your goats making passionate love,a young man with a bird in front of a tent,hat and man and shirt and shirt and head and hat and chair and head and man and rock and head
611,img/14950.png,0,the enemy within ilhan omar linda sarsour ocasio-cortez rashida tlaib the enemy has infiltrated congress,a man and man taking pictures of two logs a man in glasses to using a and taking a photo of the two people are smiling around a man with two logs a pair of going up in a clock screen holding a young man holding up a,glasses and hand and mouth and woman and scarf and nose and scarf and woman and face and woman and shirt
612,img/14953.png,0,"the pope flies to greece to tell christians to love muslims i'm just curious, why doesn't he fly to iraq",a statue of a close up pitch a variety of are in front of a vase filled with tiny metal layered,ring and tie and glasses and ring and handle and tie and hat and glasses and design and man and hand
613,img/14958.png,1,i got kicked out of hogwarts for using black magic,three people in line by smiling,hat and man and shirt and hat and hat and woman and jeans and woman and window and hat and hat
614,img/14968.png,1,iroc z italian retards out 'cruising',a man loading drawers on stage typing logs in a mom,wall and background and background and background and wall and background and wall and wall and background and background and name
615,img/15037.png,1,"average white ""women"" average muslim women",a smiling making wipes,eyes and nose and eye and face and eye and face and hood and eyes and eyebrow and teeth and mouth
616,img/15043.png,1,"bert looks down in horror, as he hears cookie monster and ernie start to masturbate to the autism documentary they are watching",a boy holding a stuffed giraffe,flower and flower and flower and flower and mouth and hand and nose and eye and hand and nose and mouth
617,img/15049.png,0,you sent out so much smoke red indians came to make peace,a man pointing at a man in front of him,ear and shirt and bottle and face and hair and hat and man and bottle and ear and bottle and mouth
618,img/15062.png,0,"this is vitiligo, the same disease that michael jackson suffered from",a man in a red goes holding a ceramic while holding a ceramic with building behind a car,hand and shirt and hair and ear and hair and nose and man and man and face and eye and mustache
619,img/15064.png,1,"i'm uncertain where i stand on abortion. i like killing babies, but hate the idea of giving women a choice",a man sits asian woman and a man and her child sitting down with a beacon around her phone,hat and hat and pants and man and hat and shoe and camera and man and hat and pants and man
620,img/15067.png,0,feeling cute may go out with my cousins later,a man holding two dogs on the camera while holding a dog,dog and window and ear and dog and dog and hand and nose and shirt and ear and dog and nose
621,img/15072.png,0,meanwhile at the isis strip club,two women and woman in buggy and time playing a horse,mouth and sheep and mouth and sheep and mouth and man and sheep and man and sheep and mouth and mustache
622,img/15076.png,0,immigrant problem problem fixed,a picture of mud watch a sign that reads on the same time sign,man and backpack and man and handle and pen and letter and man and pen and shirt and jeans and backpack
623,img/15208.png,1,i work hard to provide for my cocaine addiction,a guy in black and white plush has string a man outside of a black truck,window and jeans and shirt and jeans and window and arm and jeans and man and jeans and window and headlight
624,img/15260.png,0,"the face they make when you've left the ""plantation"" and you no longer think like them",a woman mug his arm indoors and a short hair sitting in an open grass holding a sign in front of a juice <unk>,hair and hair and jeans and hair and sky and shirt and jeans and hair and jeans and shirt and woman
625,img/15278.png,0,no one: white people when you nod at them:,a wears serious hair and boy with a wooden on a building,glasses and hair and hair and woman and woman and hair and hair and sleeve and shirt and lipstick and shirt
626,img/15283.png,0,march 8th international women's day,icy with rider as people elements,sign and building and building and sign and sign and building and building and building and building and building and sign
627,img/15290.png,0,romanians when they see a slightly open purse/pocket/window,a person holding a person holding a black and white controller being leash to a donut for a remote control,nail and hand and hand and hand and finger and strap and thumb and nail and thumb and drawer and thumb
628,img/15298.png,0,kim jong un had more during their debate american flags on display than the leftists did,a pile of people standing on a wall,flags and hat and hat and flag and flag and man and flags and woman and flag and man and man
629,img/15308.png,0,you know shit got real... once chucky got up,a woman is standing on the beach with his peeking in hand,sky and hand and hat and sky and face and hand and man and sky and man and man and sunglasses
630,img/15320.png,0,obama working to legalize medical cannabis for all of the usa,man sitting at an image of fall of smart on it,shirt and man and hair and tie and hand and man and shirt and suit and suit and tie and sign
631,img/15368.png,0,dont mind me just watering my muslims,a man and kid who looks of several women who is staring at a showing wall,hair and hair and wall and face and glasses and water and hair and hand and girl and hand and woman
632,img/15394.png,0,happy birthday brother!!!!,an deliver picture of a building at the right,man and shirt and shirt and microphone and microphone and sunglasses and man and pants and man and head and sign
633,img/15407.png,1,when you find out a brown man talking to your sister,a man in front of a woman stands in a filling toothbrush sign,glasses and arm and necklace and hair and glasses and hand and necklace and hat and woman and glasses and hair
634,img/15409.png,0,i'm awesome on the piano but i suck at singing,a man in red holding a headphones,hand and hair and microphone and hand and sunglasses and face and hair and sunglasses and man and hair and sunglasses
635,img/15420.png,0,"actually no, my post wasn't about you but if the shoe fits, feel free to lace that bitch up & wear it",man and wearing lies that is smiling,glass and hair and hand and wall and man and shirt and hand and suit and glass and ear and glass
636,img/15427.png,1,teach you about him? how can they if the romans killed christ,a old black and white photo of a pin the corner by himself,shirt and shirt and hair and man and shirt and hand and statue and shirt and paper and head and man
637,img/15439.png,0,goat yoga is my favorite sport,a close up of a man feeding something into the giraffe next to a large football banana in the desktop,hand and banana and banana and banana and eye and banana and hand and hand and peel and banana and peel
638,img/15478.png,1,this one time at camp   we got so baked,three women are smiling for a man while holding a birthday cake,"hair and chair and table and woman and hair and table and woman and suitcase,suit case and hair and hair and window"
639,img/15479.png,1,when you're in heaven and you got your 72 virgins but allah lied about that one goat!,bacon smiling for a man holding food holding a cell phone,man and hand and man and mouth and finger and hair and shirt and mouth and hand and shirt and hand
640,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!",a man with glasses holding a tie fluid,man and beard and shirt and beard and nose and shirt and watch and sleeve and shirt and watch and man
641,img/15490.png,1,"9/11 gets a mourning day while gays get a ""pride"" month because homosexuality is a bigger tragedy",mom picture of three pictures show on set,kite and hand and sign and arm and kite and arm and shadow and hand and hand and girl and rainbow
642,img/15493.png,0,she asked me to make her feel special so i gave her a helmet and crayons,a man that is standing at a man standing in front of him,hair and ear and pocket and ear and nose and eyebrow and eye and teeth and man and face and eye
643,img/15609.png,1,stomp on my flag i'll pound your ass,man holds the frisbee gets peeking and holding a baseball gloves,beard and ear and beard and nose and man and mustache and eyes and beard and eye and hat and strap
644,img/15642.png,1,"""you wouldn't stop me if i was a polar bear.""",a bear looking mid ride on the hills beneath in food,eye and eye and eye and eye and whiskers and cat and mouth and eye and dog and nose and whiskers
645,img/15649.png,0,be kind to those less fortunate than you,three long line up picture of three white goats are on a white black table,stem and wall and wall and stem and birds and giraffe and background and wall and stick and bird and stem
646,img/15690.png,1,muslims when someone uses kilometres per hour instead of wifes per child sex slaves,two men laying down holding kites,man and teeth and teeth and nose and teeth and beard and man and man and beard and beard and man
647,img/15726.png,0,samuel l jackson wearing a hat,a close up of himself in front tricycle wall graffiti wall looking tires consists wearing green cell phone cardboard record navy and green tie,man and hand and hat and mouth and hat and hand and nose and hat and wall and mouth and face
648,img/15734.png,1,people who aren't retarded muslims hating jews,a man wearing a surprised and a white advanced,hand and arm and hand and fingers and finger and finger and finger and hand and hand and finger and fingers
649,img/15746.png,0,our dad is potato farmer,a man on the street with a disc sitting outside the woods sits outside in front of a alcohol field,shirt and man and bowl and man and man and ground and shirt and hair and hand and shirt and sky
650,img/15796.png,0,a short history of my snack regimen,a room with cave lights with a viewer and several sweatshirt around a clock,"potato and donut,doughnut and plate and cookie and bread and donut,doughnut and donut,doughnut and cookie and donut,doughnut and donut,doughnut and cookie"
651,img/15798.png,0,when your mom tells you to clean up your room but you just cleaned it,a man is sitting on top if a calf on outside in an papered parka,hood and hood and cuff and wall and pants and hood and head and face and eye and hood and nose
652,img/15804.png,0,we have 3 apples. we give away 2 apples now calculate the radius on the bomb blast,a solo getting some alongside brush and a man with a bag,flag and tie and flag and tie and flag and man and hand and hair and flag and man and hand
653,img/15806.png,0,so much trash we need a garbage collector,a comfortably end of trees on the hill with park on a field with benches next to a bench near a lake,tree and tree and tree and sky and tree and bag and leaf and bag and ground and tree and tree
654,img/15824.png,0,piggy back ride racing with friends is one way to get your cardio,a side of a ledge on a bench near a building,bus and building and bus and shorts and building and window and shoe and man and bus and shirt and shoe
655,img/15847.png,0,cheers to all my haters! be patient. so much more is coming,two men sitting near a blue table wearing asleep,camera and hand and hat and hand and camera and man and hand and hand and shirt and shirt and jeans
656,img/15872.png,0,when you come home from a long day of suicide bombinb and your wife gives you this look,a woman with glasses poses for a photo,hair and nose and collar and eye and hair and button and eye and nose and face and shirt and eyes
657,img/15906.png,0,obedience for those that dont like smiling probably due to their constant painful hip they all seem to grasp,the man is sitting down and when to his shoulders,hair and shirt and man and hand and arm and mouth and nose and beard and eyes and hair and hand
658,img/15983.png,1,showing skin '' since you don't have anything else to offer '',a man on a cell phone in front of a man wearing glasses with a bag on his phone,hat and jacket and earring and man and ear and pocket and sleeve and jacket and face and jacket and hat
659,img/16032.png,0,michelle obama sighted sun bathing in afghanistan,two teapot are uses in a face has their serving pairs sitting on a small table with various clutter on a table,dress and suit and man and sign and wall and man and suit and dress and man and woman and wall
660,img/16035.png,1,i'm so black even my teeth are behind bars,a man holding a man who he elegant to have he looks on,sleeve and man and hand and eye and shirt and bow tie and teeth and man and hand and eye and mouth
661,img/16039.png,0,pakistanis when indian pages posts any posts,man posing with a deep up to the camera next action,nose and man and ear and ear and mouth and neck and ear and shirt and man and man and ear
662,img/16045.png,0,hanging your panty's out to dry in the sun because the dryer can't dry this out !,a black chair and green overcast suit made from vintage red bow,stick and stick and stick and handle and stick and handle and rope and stick and rope and rope and bag
663,img/16053.png,0,all these flavors and you choose to be salty,a baby space a toy perfectly eating some brush their mouth,shirt and hair and hair and shirt and flower and flower and flower and flower and woman and shirt and flowers
664,img/16054.png,0,fuck goat right in the asshole,receiving dog deckered the long tongue suit from a man's napkin on the side and brown black landscape,dog and tail and dog and head and dog and head and water and head and head and dog and head
665,img/16058.png,0,if you're gonna go boating make sure you have the proper flotation devices,the two little dogs lying on a table with two christmas trees in front of a wall hydrant,hair and hair and eye and girl and foot and bush and woman and feet and bush and woman and girl
666,img/16075.png,0,"""islam is love!"" ariana grande yeah. if you're a goat """,a man and two cats laying on a held,hand and dog and hand and hair and dog and dog and truck and paw and dog and truck and dog
667,img/16082.png,1,are you bored? join spastics with special admin powers now,boy sitting in a chair holding laptop computers,glasses and hair and glasses and shirt and glasses and chair and pants and hair and chair and chair and glasses
668,img/16084.png,1,"do you smell that? no me neither, start cooking",a tape dressed in a mom looking at the texting,man and man and shirt and shirt and man and man and girl and hair and hair and girl and beard
669,img/16089.png,0,the media trys to show only one side of the story,a crowded city city scene with people walking near a street with structure can party the dark area,sign and sign and building and door and building and flowers and sign and sign and building and sign and building
670,img/16093.png,0,when they laugh about your 9cm in the change room but they haven't seen you're 9 mm yet,a station cover magazines has some buildings and books,scissors and handle and scissors and handle and button and handle and handle and handle and button and scissors and handle
671,img/16208.png,1,"so, 100 americans and 300 russians walked into a mg 42",two boys are getting ready to make their words reading celebration,helmet and hand and helmet and face and hat and helmet and head and pole and man and tree and nose
672,img/16254.png,1,define nowfag i want it now!,a young man posed by a bunch of scissors,hair and woman and sign and dress and dress and woman and woman and bracelet and sign and hair and skirt
673,img/16259.png,0,hitler and mussolini sharing a laugh,a group of people sitting in front of a he <unk>,hat and hat and man and hat and man and man and hat and hat and hat and man and ear
674,img/16278.png,1,"i played baseball with a bunch of orphans yesterday. i won, because none of them knew where home was",a lady that is partially here as another hedge moves is holding another bird on the front,ear and nose and ear and paw and face and mouth and ear and mouth and eye and paw and mouth
675,img/16283.png,0,pork is unclean? ever smell one of these goat fuckers?,a close up picture of a decorations bear on and red scarf,nose and eye and eye and eye and nose and ear and eye and nose and mouth and neck and eye
676,img/16297.png,1,"so, you think by being a muslim sympathizer, this will somehow keef us from killing you ? you are a special kind of stupid",a man in red and glasses and a crowd scones wastebasket in christmas clothes and lies waterway system notebook eye mom with numerous dives items on a store display glass pictures of another wearing a hanging and an eye glasses and sunglasses on,beard and beard and beard and beard and nose and teeth and man and eye and eye and man and hat
677,img/16380.png,0,felling cute might fuck a goat later. idk,a close up of a dog patrons the head area with his face while another,dog and tail and tail and dog and tail and head and dog and head and water and head and head
678,img/16389.png,1,"according to women,there are 3 men in this pic",a dog holds a can of donuts,hand and bowl and person and jeans and wall and leg and wall and hand and hand and bowl and hand
679,img/16407.png,0,"my girlfriend just freaked me out she gave me blowjob but insisted on roleplaying as a 14 year old. fucking weird and gross i was like, ""you're going to be 14 in a couple of years anyway, what's the rush?""",cat and supermarket we desktop grouped with his snowboarding closed,leaf and nose and bear and ground and leaf and bear and tongue and nose and eye and claws and ground
680,img/16409.png,0,hachimaki is a traditional headband worn by japanese men,an old photo of people on horse and a shore dressing,face and nose and man and nose and horse and hat and hat and umbrella and head and collar and umbrella
681,img/16509.png,1,feed the greed hello i'm sir trevor chinn i control tom watson by money it's what zionists do,the two men sit together smiling while holding a faces persons a face castle of a pose for a yellow mountainous with a camera with other men are in front of picture,man and shirt and button and shirt and hair and man and shirt and hair and shirt and collar and shirt
682,img/16532.png,0,when all the younglings are cornered in a room this is when the fun begins,a young man with a pitcher young in front of her photo,hair and hair and nose and eye and eyes and wall and shirt and shirt and eye and eye and eyebrow
683,img/16540.png,1,stupid people should carry a sign to let others know they're stupid me: some do,four men in business object standing with teens deep together,hair and tie and man and shirt and man and hat and hair and man and shirt and mustache and face
684,img/16548.png,0,"""did you sleep well?"" ""like god during the holocaust""",a woman ties on top of a bed holding a book and sitting by a picture,nose and pillow and remote and remote and head and pillow and head and eye and face and couch and remote
685,img/16593.png,0,michelle is very jealous she didn't get a yummy hog dog to eat,a group of boys sit on a views with footprints equipment,chair and tie and hair and chair and man and man and tie and hair and shirt and shirt and shirt
686,img/16702.png,0,vlad the impaler loved eating food and killing people,a close up of the signpost clock is shown on display catcher,hat and pizza and man and hat and mustache and woman and pizza and bowl and glass and shirt and bread
687,img/16723.png,1,nazi fitness camp before after body transformation within hours,three women are posing for pictures in the cooks serves daughter carousel san at an airport about together on a bench with their cell passengers,hat and man and grass and man and people and hat and man and bag and person and man and jacket
688,img/16734.png,1,a head diaper is required when you have shit for brains,a queen woman holding up a stemmed,hat and woman and nose and teeth and head and eyes and woman and hat and curtain and face and eyes
689,img/16759.png,1,handjobs sold seperately,a woman playing on a sofa with a tall oriental female,shirt and foot and pants and pants and wall and hair and shirt and ceiling and shirt and pants and foot
690,img/16780.png,0,education $1000 a child's smile priceless,people are sitting on a cell phone,shirt and hand and man and hair and dress and hair and ear and nose and woman and hair and shirt
691,img/16785.png,0,yall ready to eat!?,a man spoons looking at a table with a yellow see,man and bowl and hand and hat and shadow and man and shadow and arm and shirt and bowl and hand
692,img/16820.png,0,thinking befor '' '' robbery,there is a enormous laying on a surfboard is on top of a soldier,nose and eyes and face and camera and camera and eye and car and face and eye and nose and eyes
693,img/16845.png,0,nothings impossible,man roller his form that is in the beach,hair and bridge and bridge and bridge and foot and bridge and water and water and bridge and foot and hand
694,img/16874.png,0,that's a little racist,adult and boy posing for a picture with wooden little kid,shorts and hair and hair and shirt and jeans and shirt and shorts and ear and boy and hair and ear
695,img/16892.png,0,farrakhan speech at united center in chicago breaking news nation of islam members listen to minister louis,a five lady woman standing next to picture wearing lies,scarf and glasses and girl and ear and girl and girl and woman and girl and woman and woman and glasses
696,img/16920.png,0,cartoon image of a soldier from wwii,a man hovers his tie that is a picture,hair and man and hair and pocket and man and pocket and arrow and light and arrow and jacket and ear
697,img/16927.png,0,chuck norris? never heard of her,a deer wearing a rules decorated ketchup and drawers riding skis,pocket and nose and strap and hat and strap and head and hat and strap and eyes and button and strap
698,img/16952.png,0,go sports! do the thing! win the points!,a person jumping up in front of a ball,man and man and men and belt and hat and belt and man and head and hat and hat and tie
699,img/16973.png,0,when mom dresses you for picture day,there are a gives sign posted above it,star and star and star and wall and hat and logo and drawing and hat and wall and wall and drawing
700,img/17023.png,0,when you have a small dick and tell a jewish girl to suck it i can't,style woman smiling near a young woman with glasses is fan a woman brown sunglasses talking on a video game,laptop and necklace and shirt and laptop and hair and laptop and hand and shirt and woman and bed and shirt
701,img/17054.png,1,"lesbians when they spot a hot straight girl... ""call me tina cos i'm gonna turner""",a man with serious hair wearing seems lies,teeth and teeth and eye and eyebrow and eye and mouth and eye and face and eyes and mouth and hair
702,img/17086.png,0,oh you're triggered? must be hard being a special snowflake,smiling man with a writing phone with keyboard,hair and hand and shirt and shirt and hand and wall and hair and hands and nose and eyes and picture
703,img/17093.png,0,when you don't have a pool but it is a hot summer day,a man in a red tie is waiting in the inside near an flying animal and people in front of a vehicle,sunglasses and boat and door and tree and man and sunglasses and man and sunglasses and window and tire and tree
704,img/17230.png,0,my face when i find out that school is canceled,people at a display in an nestled,clock and shirt and man and clock and wall and sign and shirt and shirt and tie and watch and pants
705,img/17234.png,0,what's worse than a female driver?,a woman is holding a horse in of the truck,dog and dog and hair and hand and head and dog and hair and handle and necklace and hand and mouth
706,img/17238.png,0,refugees welcome,an old mom hole scene with a red red jello and a dark egg among on it,rock and letter and wall and letter and letter and rock and letter and rock and letter and letter and graffiti
707,img/17248.png,0,what we do in our bedroom is none of your business which is why we have parades that block traffic and force you to see examples of what we do in our bedroom,elephants doing different creek sun,hat and hat and necklace and man and arm and woman and necklace and man and hat and woman and man
708,img/17253.png,1,dishwasher for sale missing parts,a man holding a female professional crossing the field,tattoo and woman and hair and woman and hair and woman and grass and hair and tattoo and woman and tattoo
709,img/17280.png,0,what men want,a couple poses with a woman stands by a fish,sky and pants and ground and arm and hair and man and pants and woman and head and man and tree
710,img/17289.png,0,breaking news the people don't believe our bullshit anymore,a man wearing a striped tie standing tight,tie and man and shirt and hair and tie and ear and hair and letter and nose and wall and man
711,img/17294.png,0,see? i fuckin told you! a little foil on top keeps them juicy,three kids are sitting skateboard after going up a skate park area,man and man and man and door and hat and man and wall and man and head and man and jacket
712,img/17306.png,1,march against muslims 6 million dogs in britain 3 million muslims dogs lives matter we demand muslim free zones i lost my job as a sniffer dog because muslim racists say i'm 'unclean',a photo of someones mouth shot of a close up picture of a large dog on the surface salsa rainbow speed in the middle of a large field,ear and ear and dog and nose and dog and ear and ear and ear and eyes and mouth and eye
713,img/17345.png,1,hello my lgbtq+ friends it's pride month so free shots for everyone!,a man wearing a red and hat,hat and hand and hand and arm and knife and cap and hand and wall and hand and cap and hat
714,img/17352.png,1,"dark humor is like hitler some people call it wrong, but i find it completely justified",a man with a ships face in his jacket,nose and nose and ear and hair and eye and nose and eye and eye and eyes and man and tie
715,img/17358.png,1,get dunked on   you fucking jew,a person riding a wave while another while another riding a small white board like bunches of two people to land,feet and feet and feet and bird and sky and foot and hand and bird and bird and foot and feet
716,img/17359.png,1,damn bruh ann frank sister thicc af no wonder the holla cost famous for it shower scenes lmao,a player on a field by a person wearing a meet baseball bat,shadow and shoe and shadow and hair and face and sock and man and shadow and person and face and shoe
717,img/17392.png,0,we are all apart of god's plan. christ will come to us,a man and woman standing on a couch and watch two men,ear and woman and eye and cat and cat and paw and teeth and band and ear and ear and nose
718,img/17398.png,1,black guys when her ass is fat asian guys when her titties are big white guys when she's your step sister,man dressed with their pedestrian,man and man and mouth and shirt and ear and mouth and man and man and nose and hair and shirt
719,img/17438.png,0,hello there,a dog is taking elegant,ear and nose and ear and nose and ear and eye and ear and collar and collar and eye and collar
720,img/17450.png,1,feel that? it used to belong to bruce jenner!,man wearing a gray wall made that is holding a picture of his photo,ear and nose and hair and eye and forehead and neck and face and nose and eye and watch and neck
721,img/17453.png,1,"you send us to the middle east to fight, suffer & die; then, turn & invite these scumbags into usa what kind of stupid are you?",two men in baseball sandwiches sitting in an <unk>,helmet and man and man and man and man and helmet and helmet and man and hair and man and man
722,img/17458.png,0,"i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?",a man is smiling while talking on a cell phone,hand and cuff and face and nose and eye and earring and sweater and eyes and hand and eye and eye
723,img/17459.png,0,"""if that fuckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016",a woman taking a holes on the phone,ring and hair and woman and hand and eyes and hair and ring and hair and hair and hand and hair
724,img/17523.png,0,"who assassinated joan rivers after she trashed obama, remember",queen woman smiling and black formation top is smiling,button and hair and pocket and hair and eyes and button and hair and nose and pocket and woman and wall
725,img/17528.png,1,blame other countries for having no culture rape women everyday,the man has his notebook,man and hair and hair and nose and hand and hair and hair and finger and man and ear and backpack
726,img/17532.png,0,firefighter saves baby,a queen woman holding a brush up his snowboarding,strap and nose and hat and baby and ear and helmet and head and strap and nose and man and tag
727,img/17589.png,1,when you move away from india and find out you can't shit in the streets,a group of people stand outside while many people motorcycles on the back,dress and dress and woman and dress and sky and woman and woman and shirt and woman and shirt and sky
728,img/17594.png,1,life is like a bag of jelly beans nobody likes the black ones,man wearing a hanging and tie poses for some picture,hair and shadow and woman and hand and woman and hand and hand and woman and mouth and shadow and hand
729,img/17598.png,0,when you have an 80 point iq but it's the highest in your village,a shiny player has a clear window holding a couple on top of a paper counter,umbrella and umbrella and triangle and sky and paper and triangle and umbrella and shadow and triangle and shadow and umbrella
730,img/17603.png,1,the whiteman is the devil!,a man wearing a hat and a white kreme,hat and hat and button and hat and hat and man and man and glove and man and eyes and eye
731,img/17623.png,0,how do you like my retro red bike?,a man in grey shirt laying down to the camera,man and tattoo and hair and tattoo and tattoo and tattoo and shirt and dress and bike and wall and tattoo
732,img/17634.png,0,when she's mad at you but you want her attention,an tents laps images show is laying down on the camera while laying on a person,ear and ear and ear and finger and ear and mouth and finger and finger and hand and finger and ear
733,img/17643.png,0,making decent coffee,a child is on a kitchen ,faucet and faucet and faucet and hair and woman and woman and drawer and dress and handle and counter and coffee maker
734,img/17649.png,0,can you see the difference?,a group of people are in line to produce their heavily,shirt and man and woman and hair and man and chair and woman and hat and woman and jeans and chair
735,img/17653.png,0,when you have a small dick and tell a jewish girl to suck it. i can't,a young lady boy's on a bench,plant and table and table and wall and table and lamp and table and flower and pot and plant and woman
736,img/17659.png,0,ex girfriends be like.. i don't even care what he does anymore!!!,two people are holding a red decorations crowd,nose and collar and mouth and camera and hair and hair and mouth and nose and woman and mouth and camera
737,img/17802.png,1,runs away from his shit hole of a country because of islam establishes islam and turns new country into a shit hole,two people sit wings many heels sign,man and beard and shirt and beard and nose and shirt and watch and sleeve and shirt and watch and man
738,img/17830.png,0,exfoliating with the tears of my haters,a baby that is very metal in a door,eyes and mouth and nose and eyes and eyebrow and eye and mouth and eyebrows and eyes and eye and hair
739,img/17842.png,0,"the same laws that you support to silence people you disagree with can be used to silence you, dumbass",the man with a floor tie,man and man and glasses and man and hair and ear and ear and glasses and glasses and face and head
740,img/17843.png,0,see? i fuckin told you a little foil on top keeps them juicy medium rare is best,a car grazing in a large kitchen,bucket and table and bucket and man and bucket and hat and hat and wall and man and bucket and bucket
741,img/17849.png,1,it isn't islamophobia when they really are trying to kill you,a yellow baseball sits on a stage holding a soccer scarf,sign and sign and sign and sign and sign and sign and sign and sticker and sign and sign and sign
742,img/17850.png,0,"if trump gets elected, i'm leaving the country! like and share if you think i should leave",a man taking a photo of beverage,man and hair and ear and tie and hand and man and shirt and frame and tie and eye and mustache
743,img/17860.png,0,"""come here, i need's to smack the stupid out of you""",a cat sitting on a tree sleeping,tail and cat and cat and tail and ear and tail and eye and cat and cat and paw and ear
744,img/17892.png,1,"men are such pigs, i hate them all why can't i ever get a date, i'm so lonely",a woman standing holding some long wears hair on their phone outside,hair and hand and eyes and eye and hair and nose and hand and face and eye and shirt and woman
745,img/17928.png,0,"i'm not interupting anything personal, am i? yeah niles, we just eloped. i'm your new mom. well, welcome to the family mom!",some women enjoying pictures,shirt and pants and shirt and woman and man and shirt and woman and shirt and couch and hair and hair
746,img/17948.png,1,faceswap ching chong 100,two small children sitting on a bench talking and smiling,shirt and shirt and girl and girl and shirt and girl and boy and hair and couch and girl and boy
747,img/18052.png,0,when you're looking cute as hell at the gym,a smiling young hot dog are jackets in the air time is in her hair,shirt and shirt and foot and pants and shirt and shirt and pants and hair and hair and wall and pants
748,img/18074.png,1,hide and go seek champion july 6 1942 - august 4 1944,an image of a woman holding an adult on a bench,hair and collar and hair and tie and collar and hands and tie and hand and eyes and hair and shirt
749,img/18094.png,1,premier michel marrakesh,guy holding his cell phone to produce his pony that is full of hair taking a cupcakes man looking melted to his face while brushing his teeth with a wait hay hold his cell phone and a wait holding a wait holding a jacket talking on a large wait,ear and nose and hand and shirt and ear and hair and man and face and hair and arm and man
750,img/18204.png,0,it's okay for you to believe what you believe it's not okay for you to demand other to believe the same way,a man sitting next to each other on his face,hair and ear and nose and face and man and shirt and nose and man and mustache and eye and eyes
751,img/18207.png,1,how can i accept trans people? if they can't even accept themselves,a man standing next to a pink and white hair and glasses of christmas object and a flower and dimly load idle during straw,hand and nose and ear and eye and eye and shirt and lips and eyes and eyebrow and face and man
752,img/18234.png,1,"when you used to be cool, but now you're basically mentally retarded from years of drug abuse, fat from getting sober, and have no friends",looking at a man wearing a white shirt and looking at his face,hair and strap and hair and face and nose and arm and tank top and head and shirt and eyes and shirt
753,img/18235.png,0,"damn, that's hot!",there is a close up of a picture is smiling name two device of the ski path,plane and plane and plane and tail and sky and plane and wing and plane and plane and tail and sky
754,img/18246.png,0,every time your girlfriend enters the bathroom you take 4 shots,a man holding a blue chair in a kitchen,man and tie and flag and man and flag and flag and flag and man and hair and lamp and table
755,img/18254.png,0,i made a website for orphans it doesn't have a home page,a man wearing wall above a snow covered field,hat and sky and girl and bag and bag and bag and hat and bag and girl and jacket and shoe
756,img/18257.png,1,"men need walmarts sure they are dirty but, when you're inside one at 4am you think ""i'm glad these are here""",a lady wearing no shirt and black shirt with black and feet on a room against her face,arm and finger and finger and finger and finger and hand and finger and hand and finger and fingers and nail
757,img/18267.png,1,knowing white people he's probably the father,a man standing backpack in a walking ride on the horse,horse and shirt and sky and horse and horse and shirt and horse and shirt and horse and woman and horse
758,img/18274.png,1,"superman's flying class was popular, but no one ever passed",someone holding multi batter brick wall and the side of a building,bird and bird and sky and sky and wall and bird and wall and wall and bird and bird and sky
759,img/18294.png,0,"when trump says ""i'll pay americans just for agreeignt to have a wall built""",a woman in a purple striped shirt and grey grapes,jeans and car and hair and jeans and car and hand and car and woman and finger and woman and ring
760,img/18307.png,0,when people talk trash but you're a bigger person,a man wearing a blue short serves blue tie with sunglasses and wait cardinal the camera,hand and man and sunglasses and hair and collar and hair and collar and man and man and hand and face
761,img/18350.png,0,when you see the gas bill,a woman is standing in a doorway bikinis scarf,hair and hand and hand and woman and shirt and woman and hair and hair and shirt and hand and woman
762,img/18364.png,0,and that was the last nativity play my son was invited to take part in,there is a man in the mountains wearing an clothing in the snow,dog and sky and dog and head and sheep and shorts and sheep and shirt and hand and hat and sheep
763,img/18379.png,0,notice how the kenyan skidmark has been silent about the mueller report?,a close up uniformed of two men posts loads want the fingers,hair and ear and nose and ear and ear and eyebrow and nose and eyebrow and man and tie and eye
764,img/18394.png,1,these dogs watched over so many black families in the 90's,a adult and brown dog with flags,nose and sign and nose and ear and chain and dog and nose and wall and leg and wall and dog
